-0.0326606	0.047989
-0.0194157	0.028528
-0.00596771	0.0087685
0.00597233	-0.00877529
0.00656582	-0.00964731
-0.00345828	0.00508133
0.00465493	-0.0068396
-0.00367297	0.00539678
-0.00280708	0.00412451
-0.00187966	0.00276182
0.00240439	-0.00353282
-0.000358529	0.000526794
0.00250832	-0.00368553
-0.00121348	0.00178299
0.00251257	-0.00369178
0.00181682	-0.00266949
-0.00141872	0.00208455
-0.00180868	0.00265754
0.00132581	-0.00194804
0.000212347	-0.000312006
-0.00116274	0.00170844
-0.00141687	0.00208184
0.0011037	-0.0016217
0.00102655	-0.00150833
0.00117916	-0.00173256
0.000939105	-0.00137985
-1.66796e-05	2.45077e-05
0.00109334	-0.00160647
-0.000952282	0.00139921
-0.000887098	0.00130343
0.000939282	-0.00138011
0.000817492	-0.00120116
0.000113593	-0.000166905
-0.000817613	0.00120134
-0.000872095	0.00128139
-0.00070748	0.00103952
0.000146718	-0.000215576
0.000779449	-0.00114526
0.000738782	-0.00108551
0.000655026	-0.000962445
-0.000733494	0.00107774
6.20171e-05	-9.11232e-05
0.000678283	-0.000996617
0.000621269	-0.000912845
0.000661313	-0.000971683
0.000154034	-0.000226326
-0.000583669	0.000857599
0.000602316	-0.000884997
0.000609563	-0.000895645
-0.00022482	0.000330333
-0.000522029	0.00076703
-0.000537838	0.000790257
-0.000541456	0.000795573
-0.000215321	0.000316376
-0.000478787	0.000703492
0.00054169	-0.000795918
-0.000491635	0.00072237
-0.000192906	0.000283442
0.00046954	-0.000689906
-0.000472806	0.000694705
-0.000469419	0.000689728
0.000134275	-0.000197293
-0.000472545	0.000694321
-0.000487721	0.000716619
