0.062832	0.00037235	0
0.064095	0.00050982	0
0.065358	0.0006936	0
0.066621	0.00093763	0
0.067884	0.0012595	0
0.069147	0.001681	0
0.07041	0.0022294	0
0.071673	0.0029378	0
0.072935	0.0038467	0
0.074198	0.0050048	0
0.075461	0.0064702	0
0.076724	0.0083114	0
0.077987	0.010609	0
0.07925	0.013455	0
0.080513	0.016956	0
0.081776	0.021232	0
0.083039	0.026418	0
0.084302	0.032661	0
0.085565	0.040123	0
0.086828	0.048976	0
0.088091	0.059402	0
0.089354	0.071589	0
0.090617	0.085728	0
0.09188	0.10201	0
0.093143	0.12061	0
0.094406	0.14169	0
0.095669	0.1654	0
0.096932	0.19184	0
0.098195	0.22111	0
0.099457	0.25321	0
0.10072	0.28813	0
0.10198	0.32578	0
0.10325	0.36602	0
0.10451	0.4086	0
0.10577	0.45324	0
0.10704	0.49955	0
0.1083	0.5471	0
0.10956	0.59536	0
0.11082	0.64376	0
0.11209	0.69166	0
0.11335	0.73841	0
0.11461	0.7833	0
0.11588	0.82563	0
0.11714	0.86472	0
0.1184	0.8999	0
0.11966	0.93055	0
0.12093	0.95613	0
0.12219	0.97616	0
0.12345	0.99028	0
0.12472	0.99821	0
0.12598	0.9998	0
0.12724	0.99503	0
0.12851	0.98398	0
0.12977	0.96687	0
0.13103	0.94401	0
0.13229	0.91583	0
0.13356	0.88284	0
0.13482	0.84562	0
0.13608	0.80483	0
0.13735	0.76113	0
0.13861	0.71522	0
0.13987	0.66781	0
0.14113	0.61958	0
0.1424	0.57117	0
0.14366	0.5232	0
0.14492	0.47621	0
0.14619	0.43068	0
0.14745	0.38703	0
0.14871	0.34559	0
0.14998	0.30663	0
0.15124	0.27032	0
0.1525	0.2368	0
0.15376	0.20612	0
0.15503	0.17827	0
0.15629	0.15321	0
0.15755	0.13083	0
0.15882	0.11101	0
0.16008	0.093589	0
0.16134	0.078403	0
0.16261	0.065263	0
0.16387	0.05398	0
0.16513	0.044364	0
0.16639	0.036229	0
0.16766	0.029397	0
0.16892	0.023702	0
0.17018	0.018989	0
0.17145	0.015116	0
0.17271	0.011957	0
0.17397	0.0093975	0
0.17523	0.0073391	0
0.1765	0.0056951	0
0.17776	0.0043912	0
0.17902	0.0033644	0
0.18029	0.0025612	0
0.18155	0.0019374	0
0.18281	0.0014562	0
0.18408	0.0010876	0
0.18534	0.00080708	0
0.1866	0.00059512	0
0.18786	0.00043604	0
0.18913	0.00031745	0
0.19039	0.00022964	0
0.19165	0.00016507	0
0.19292	0.0001179	0
0.19418	8.3669e-05	0
0.19544	5.9001e-05	0
0.1967	4.1341e-05	0
0.19797	2.8783e-05	0
0.19923	1.9912e-05	0
0.20049	1.3688e-05	0
0.20176	9.349e-06	0
0.20302	6.345e-06	0
0.20428	4.2789e-06	0
0.20555	2.8672e-06	0
0.20681	1.909e-06	0
0.20807	1.263e-06	0
0.20933	8.3026e-07	0
0.2106	5.4232e-07	0
0.21186	3.5199e-07	0
0.21312	2.27e-07	0
0.21439	1.4547e-07	0
0.21565	9.2624e-08	0
0.21691	5.8602e-08	0
0.21817	3.6841e-08	0
0.21944	2.3013e-08	0
0.2207	1.4284e-08	0
0.22196	8.8097e-09	0
0.22323	5.3988e-09	0
0.22449	3.2875e-09	0
0.22575	1.9891e-09	0
0.22702	1.1958e-09	0
0.22828	7.1438e-10	0
0.22954	4.2404e-10	0
0.2308	2.501e-10	0
0.23207	1.4657e-10	0
0.23333	8.5354e-11	0
0.23459	4.9388e-11	0
0.23586	2.8395e-11	0
0.23712	1.6222e-11	0
0.23838	9.2085e-12	0
0.23965	5.194e-12	0
0.24091	2.911e-12	0
0.24217	1.6211e-12	0
0.24343	8.9705e-13	0
0.2447	4.9323e-13	0
0.24596	2.6947e-13	0
0.24722	1.4628e-13	0
0.24849	7.8906e-14	0
0.24975	4.2292e-14	0
0.25101	2.2523e-14	0
0.25227	1.1919e-14	0
0.25354	6.2672e-15	0
0.2548	3.2744e-15	0
0.25606	1.6999e-15	0
0.25733	8.7689e-16	0
0.25859	4.4947e-16	0
0.25985	2.2892e-16	0
0.26112	1.1585e-16	0
0.26238	5.8253e-17	0
0.26364	2.9106e-17	0
0.2649	1.4451e-17	0
0.26617	7.1287e-18	0
0.26743	3.4943e-18	0
0.26869	1.7019e-18	0
0.26996	8.2368e-19	0
0.27122	3.961e-19	0
0.27248	1.8927e-19	0
0.27374	8.9861e-20	0
0.27501	4.2393e-20	0
0.27627	1.9873e-20	0
0.27753	9.2564e-21	0
0.2788	4.2841e-21	0
0.28006	1.9702e-21	0
0.28132	9.0028e-22	0
0.28259	4.0877e-22	0
0.28385	1.8442e-22	0
0.28511	8.2676e-23	0
0.28637	3.6827e-23	0
0.28764	1.63e-23	0
0.2889	7.1687e-24	0
0.29016	3.1327e-24	0
0.29143	1.3603e-24	0
0.29269	5.8689e-25	0
0.29395	2.5161e-25	0
0.29521	1.0718e-25	0
0.29648	4.5367e-26	0
0.29774	1.9081e-26	0
0.299	7.974e-27	0
0.30027	3.3112e-27	0
0.30153	1.3662e-27	0
0.30279	5.6014e-28	0
0.30406	2.2819e-28	0
0.30532	9.2369e-29	0
0.30658	3.7152e-29	0
0.30784	1.4848e-29	0
0.30911	5.8963e-30	0
0.31037	2.3266e-30	0
0.31163	9.1222e-31	0
0.3129	3.5539e-31	0
0.31416	1.3757e-31	0
